program,a_interact_yn,a_interact_t,a_interact_h,a_info,a_info_yn,do_attend,do_effective,do_expect,do_assess,gs_fin,gs_it,gs_ws,gs_lib,gs_lab,pq_facintel,pq_recdev,pq_curric,pq_teach,pq_methods,pq_advise,pq_comps,pq_collab,pq_employ,pq_overall,c_respect,c_intelpos,c_socpos,c_studentcol,c_staffhelp,c_tensions,c_finfair,c_advisad,c_mcareer,o_fin,o_fam,o_facavail,o_req,o_sched,o_immig,o_other,cp_yn,cp_fac,cp_intel,cp_social,cp_overall,qe_course,qe_select,qe_feedback,qe_avail,m_help_written,m_help_oral,m_help_topic,m_help_proposal,m_help_research,m_help_writing,m_help_careeracad,m_help_careernonacad,m_help_employ,m_time_written,m_time_oral,m_time_topic,m_time_proposal,m_time_research,m_time_writing,m_time_careeracad,m_time_careernonacad,m_time_employ,me_oth_yn,me_oth_dep,me_oth_help_written,me_oth_help_oral,me_oth_help_topic,me_oth_help_proposal,me_oth_help_research,me_oth_help_writing,me_oth_help_careeracad,me_oth_help_careernonacad,me_oth_help_employ,me_oth_time_written,me_oth_time_oral,me_oth_time_topic,me_oth_time_proposal,me_oth_time_research,me_oth_time_writing,me_oth_time_careeracad,me_oth_time_careernonacad,me_oth_time_employ,d_ta_yn,d_ta_number,d_ta_training_location,d_ta_training_helpful,d_colteach_training_yn,d_coltech_training_helpful,d_colteach_training_location,d_ta_solo_yn,d_ta_solo_number,d_ta_solo_location,d_ra_yn,d_ra_helpful,d_conf_yn,d_careerevents_yn,d_careerstaff_yn,d_workshopdep_yn,d_workshopgrad_yn,d_coursesdep_yn,d_coursesgrad_yn,d_conf_sat,d_careerevents_sat,d_careerstaff_sat,d_workshopdep_sat,d_workshopgrad_sat,d_coursesdep_sat,d_coursesgrad_sat,pp_oncampus,pp_offcampus,pp_funding,pp_fundsource,pp_pubs,pp_pending,f_supp_yn,f_guarantee,f_years,f_sources,f_sat,f_ratime,f_tatime,f_borrowing,os_acad_exper,os_stud_exper,os_overall_exper,os_clear_research_ques,os_apply_research_meth,os_analyze_data,os_acad_pres,os_public_pres,os_train_grant_yn,os_job_interviews_yn,os_job_talk_yn,os_locate_acad_pos_yn,os_locate_outside_acad_pos_yn,os_train_grant,os_job_interviews,os_job_talk,os_locate_acad_pos,os_locate_outside_acad_pos,os_same_uni,os_same_field,os_same_diss_adv,os_recommend,e_postgrad_plans,e_employer_type_educ,e_employer_type_gov,e_employer_type_priv,e_employer_loc
Spearow,1.2391304347826086,10.114285714285714,1.1142857142857143,1.434782608695652,1.1923076923076923,2.239130434782609,3.925,1.0217391304347827,1.4565217391304348,3.0652173913043477,2.909090909090909,2.725,3.9130434782608696,3.4,3.847826086956522,3.239130434782609,2.5217391304347827,3.0434782608695654,2.8043478260869565,3.130434782608696,3.0434782608695654,3.0652173913043477,3.0652173913043477,2.608695652173913,3.630434782608696,3.6739130434782608,3.6956521739130435,3.652173913043478,2.8,3.3043478260869565,3.6739130434782608,3,3.630434782608696,1.826086956521739,1.6363636363636365,1.6888888888888889,1.4222222222222223,1.2045454545454546,1.1666666666666667,1.6111111111111112,1.4782608695652173,3.2083333333333335,3.125,3.125,3.375,3.391304347826087,3.260869565217391,3.8043478260869565,3.652173913043478,1.3478260869565217,1.3478260869565217,1.5434782608695652,1.7173913043478262,1.6521739130434783,1.4,1.711111111111111,3.7111111111111112,2.3333333333333335,1.2727272727272727,1.2954545454545454,1.4545454545454546,1.5238095238095237,1.5813953488372092,1.5116279069767442,1.7380952380952381,3.558139534883721,2.2790697674418605,1.3695652173913044,1.375,2.206896551724138,2.1724137931034484,2.5172413793103448,2.7586206896551726,2.103448275862069,2.0344827586206895,2.1481481481481484,3.3214285714285716,2.642857142857143,2.037037037037037,2.037037037037037,2.3703703703703702,2.4814814814814814,1.7777777777777777,1.8928571428571428,1.962962962962963,3.0384615384615383,2.4074074074074074,1.0869565217391304,2.5,9.738095238095237,1.9523809523809523,1.2142857142857142,1.9090909090909092,10.090909090909092,1.119047619047619,3.6216216216216215,11.324324324324325,1.5,2.260869565217391,1.9782608695652173,1.826086956521739,1.7608695652173914,1.2391304347826086,1.6444444444444444,1.565217391304348,1.5434782608695652,3.5,2.888888888888889,2.25,2.6176470588235294,2.3333333333333335,2.526315789473684,2.55,8.804347826086957,5.630434782608695,1.0217391304347827,9.11111111111111,9.456521739130435,8.434782608695652,1.0869565217391304,1,1,13.261904761904763,1.4047619047619047,1.9523809523809523,1.8205128205128205,8.41304347826087,3.108695652173913,3,2.9347826086956523,3.630434782608696,3.217391304347826,4.086956521739131,3.1739130434782608,3.217391304347826,1.6888888888888889,1.0444444444444445,1.1818181818181819,1.2,1.8444444444444446,2.5714285714285716,2.2051282051282053,2.242424242424242,2.3333333333333335,2.769230769230769,2.9347826086956523,3.5434782608695654,4.195652173913044,3.282608695652174,3.239130434782609,4.777777777777778,1.5,3,2
Slowking,1.1875,10.8,1.3076923076923077,1.1875,1.5961538461538463,2.4375,3.9591836734693877,1.125,1.234375,3.59375,3.0317460317460316,3,3.3225806451612905,3.2698412698412698,3.5625,3.1746031746031744,2.6875,2.96875,2.65625,2.8253968253968256,2.96875,2.9375,3.0634920634920637,2.625,3.40625,3.359375,3.5,3.796875,3.203125,3.3125,3.75,2.9682539682539684,3.765625,1.2413793103448276,1.3870967741935485,1.515625,1.40625,1.1904761904761905,1.2272727272727273,1.28125,1.53125,3.3666666666666667,3.5,3.566666666666667,3.5,3.84375,3.859375,3.703125,3.65625,2.238095238095238,1.746031746031746,1.7142857142857142,1.8225806451612903,1.6666666666666667,1.8571428571428572,2.380952380952381,2.8412698412698414,2.634920634920635,2.2459016393442623,1.6451612903225807,1.7377049180327868,1.903225806451613,1.721311475409836,1.6935483870967742,2.274193548387097,2.6885245901639343,2.5806451612903225,1.421875,1.4411764705882353,3.4444444444444446,3.4444444444444446,3.6666666666666665,3.361111111111111,2.5277777777777777,3.5142857142857142,2.2777777777777777,2.5,2.5833333333333335,3.3125,3.28125,3.5,3.1875,2.5454545454545454,3.3333333333333335,2.235294117647059,2.4705882352941178,2.484848484848485,1.875,4.875,6.142857142857143,1.625,1.25,1.6666666666666667,4.833333333333333,2,NA,NA,1.4375,1.3055555555555556,1.8888888888888888,1.3492063492063493,1.619047619047619,1.9516129032258065,1.8571428571428572,1.9365079365079365,1.8571428571428572,2,1.9268292682926829,2.0833333333333335,2.6,2.2,2.25,2.5,6.857142857142857,7.031746031746032,1.380952380952381,16.46938775510204,7.328125,7.73015873015873,1.03125,1,1.5,29.80327868852459,1.0483870967741935,1.9090909090909092,2,8.796875,3.5238095238095237,3.365079365079365,3.4761904761904763,3.6031746031746033,3.9193548387096775,3.619047619047619,3.619047619047619,3.6774193548387095,1.3548387096774193,1.7258064516129032,1.6935483870967742,1.4838709677419355,1.435483870967742,1.9736842105263157,1.95,2.272727272727273,2.375,2.1714285714285713,3.4126984126984126,3.1587301587301586,3.4444444444444446,3.7142857142857144,4.2063492063492065,2.1,3,3.727272727272727,1.9705882352941178
Slakoth,1.2153846153846153,9.156862745098039,1.2352941176470589,1.2,1.4615384615384615,2.123076923076923,3.533333333333333,1.123076923076923,1.1076923076923078,4.061538461538461,3.123076923076923,3.476923076923077,3.9375,3.4074074074074074,4.292307692307692,3.9692307692307693,3.123076923076923,3.0307692307692307,3.246153846153846,3.723076923076923,2.9384615384615387,3.3692307692307693,3.4,3.4153846153846152,3.0923076923076924,3.2153846153846155,3.076923076923077,3.169230769230769,2.707692307692308,2.7384615384615385,3.3076923076923075,2.707692307692308,3.2153846153846155,1.1846153846153846,1.34375,1.2461538461538462,1.2307692307692308,1.0923076923076922,1.1228070175438596,1.2105263157894737,1.8153846153846154,2.8333333333333335,2.4166666666666665,2.8333333333333335,2.6666666666666665,3.515625,3.1538461538461537,3.4307692307692306,3.5692307692307694,2.734375,1.5,1.234375,2.2698412698412698,1.25,1.515625,1.796875,2.34375,1.953125,2.9,1.6101694915254237,1.3333333333333333,2.305084745762712,1.3833333333333333,1.5423728813559323,1.728813559322034,2.2542372881355934,1.8983050847457628,1.484375,1.1290322580645162,3.8484848484848486,3.4242424242424243,3.787878787878788,3.6363636363636362,2.5757575757575757,3.090909090909091,2.1515151515151514,2.696969696969697,2.212121212121212,4.032258064516129,3.6451612903225805,3.838709677419355,3.7096774193548385,2.6774193548387095,3.161290322580645,2.225806451612903,2.903225806451613,2.225806451612903,1.078125,2.559322033898305,10.894736842105264,1.9830508474576272,1.5254237288135593,1.5555555555555556,9.555555555555555,1.6724137931034482,4.7894736842105265,8.894736842105264,1.1111111111111112,1.1607142857142858,1.903225806451613,1.5483870967741935,1.7419354838709677,1.7741935483870968,1.7903225806451613,1.6935483870967742,1.7741935483870968,2.1666666666666665,2.357142857142857,1.75,2.176470588235294,2.1333333333333333,1.631578947368421,1.8666666666666667,7.3125,6.671875,1.15625,11.107142857142858,9.11111111111111,7.209677419354839,1,1.0483870967741935,1.3728813559322033,17.3015873015873,1.0158730158730158,2.1636363636363636,1.8103448275862069,8.903225806451612,3.7777777777777777,3.492063492063492,3.6984126984126986,3.6666666666666665,3.6031746031746033,3.7301587301587302,3.3492063492063493,3.380952380952381,1.9365079365079365,1.746031746031746,1.5873015873015872,1.6666666666666667,1.7142857142857142,1.5,1.2857142857142858,1.5714285714285714,1.5294117647058822,1.5333333333333334,4.0476190476190474,4.634920634920635,3.9206349206349205,4.26984126984127,5.354838709677419,4.785714285714286,2.25,3.92,1.8679245283018868
Sentret,1.1428571428571428,9.121212121212121,1.1515151515151516,1.3376623376623376,1.6274509803921569,2.0779220779220777,4.014084507042254,1.1818181818181819,1.2337662337662338,3.25,3.051948051948052,3.3766233766233764,4.223684210526316,3.6621621621621623,3.948051948051948,3.289473684210526,3.142857142857143,3.1818181818181817,3.142857142857143,3.5064935064935066,3.103896103896104,3.223684210526316,3.0657894736842106,3.4935064935064934,3.2337662337662336,3.142857142857143,3.168831168831169,3.064935064935065,3.012987012987013,3.2857142857142856,3.5974025974025974,3.038961038961039,3.5974025974025974,1.4210526315789473,1.4864864864864864,1.486842105263158,1.2533333333333334,1.2236842105263157,1.3114754098360655,1.5,1.6233766233766234,2.793103448275862,2.6551724137931036,3,2.7241379310344827,3.5454545454545454,3.311688311688312,3.4078947368421053,3.3636363636363638,1.8289473684210527,1.5324675324675325,1.5974025974025974,1.5714285714285714,1.7662337662337662,1.5584415584415585,1.948051948051948,3.064935064935065,2.4935064935064934,1.9861111111111112,1.5205479452054795,1.4794520547945205,1.63013698630137,1.6164383561643836,1.5972222222222223,1.821917808219178,3.013888888888889,2.3835616438356166,1.4805194805194806,1.2,2.9473684210526314,2.6842105263157894,2.8157894736842106,2.789473684210526,1.972972972972973,2.6052631578947367,2.2162162162162162,2.5526315789473686,2.6315789473684212,2.914285714285714,2.5588235294117645,2.6857142857142855,2.5294117647058822,1.8529411764705883,2.3714285714285714,2.0555555555555554,2.1714285714285713,2.4166666666666665,1.025974025974026,2.675675675675676,9.549295774647888,1.5945945945945945,1.4,1.7333333333333334,8.688888888888888,1.8266666666666667,4.6923076923076925,9.538461538461538,1.2105263157894737,1.3166666666666667,1.9350649350649352,1.6753246753246753,1.8051948051948052,1.6973684210526316,1.7466666666666666,1.763157894736842,1.7105263157894737,2.6666666666666665,2.2,1.6666666666666667,2.3703703703703702,2.1363636363636362,1.7142857142857142,1.96,7,6.181818181818182,1.103896103896104,13.125,7.636363636363637,8.223684210526315,1.0389610389610389,1.027027027027027,1.0857142857142856,17.54054054054054,1.1216216216216217,2.210526315789474,1.4929577464788732,8.746666666666666,3.6973684210526314,3.3636363636363638,3.6233766233766236,4.0519480519480515,3.75,3.7142857142857144,3.675324675324675,3.4545454545454546,1.368421052631579,1.736842105263158,1.7236842105263157,1.486842105263158,1.4342105263157894,1.8444444444444446,2.25,2.409090909090909,2.125,2.3555555555555556,3.7662337662337664,4.103896103896104,3.7662337662337664,4.038961038961039,4.441558441558442,4.5476190476190474,3.3,2.8,1.803921568627451
Sceptile,1.04,8.565217391304348,1.1304347826086956,1.36,1.6875,2.28,4.176470588235294,1.12,1.08,3.68,3.56,3.56,4.2,3.823529411764706,4.68,3.48,2.7916666666666665,3.04,3.44,3.2,3.16,3.56,3,3.24,3.64,3.28,2.84,2.76,2.6,3.04,3.9583333333333335,2.88,3.12,1.52,1.56,1.6,1.56,1.64,1.1,1.2857142857142858,1.6,3,2.7777777777777777,2.888888888888889,2.3333333333333335,4.12,3.48,3.48,3.88,3.6,1.68,1.44,1.72,1.6,1.56,2.44,2.72,2.76,3.5416666666666665,1.4583333333333333,1.5217391304347827,1.4545454545454546,1.5217391304347827,1.4583333333333333,2.3333333333333335,2.4583333333333335,2.4782608695652173,1.48,1.1818181818181819,3.6153846153846154,2.5384615384615383,2.923076923076923,2.1538461538461537,2.4615384615384617,1.6153846153846154,2.1538461538461537,2.923076923076923,2.5384615384615383,3.5454545454545454,2.4166666666666665,2.6666666666666665,1.9090909090909092,2.3333333333333335,1.3636363636363635,2,2.75,2.5,1.04,2.7083333333333335,7.111111111111111,1.7083333333333333,1.5,1.4166666666666667,6.166666666666667,1.7916666666666667,4.6,11,1.24,1.5263157894736843,1.96,1.72,1.84,1.76,1.76,1.88,1.6,3,1.2857142857142858,1.5,2,1.6666666666666667,1,1.9,7.08,6.48,1,6.32,7.2,7.4,1,1,1.16,17.44,1.08,1.9444444444444444,1.608695652173913,8.8,3.8,3.32,3.16,3.64,3.4,3.56,4.24,3.88,1.12,1.68,1.72,1.64,1.8,2.8,2.7777777777777777,2.7142857142857144,2.5,2.2,3.52,4.16,3.8,3.92,4.4,5,3.25,3.25,1.7647058823529411
Rattata,1.2,10,1.125,1.1,1.5555555555555556,2.2,4.555555555555555,1,1.1,3.2,2.3,3.1,4.2,NA,4.6,2.8,2.9,2.9,2.1,3.3,2.7,2.9,2.4,2.8,3.5,3.5,3.5,3.2,3.5,3.4,4.4,2.2,3.2,1.4,1.6,1.4,1.3,1.2,1,1.5,1.7,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.6666666666666667,4.3,3.2,3.5,3.5,1.6,4.2,1.6,1.4,1.3,1.3,1.9,3.8,2.2,1.5,4.111111111111111,1.3,1.5,1.2,1.3,1.6,3.7,2,1.1,1,1.4444444444444444,4.222222222222222,4.111111111111111,3.111111111111111,3.3333333333333335,2.888888888888889,2.5555555555555554,3.6666666666666665,2.7777777777777777,1.2222222222222223,4.111111111111111,4,2.6666666666666665,3,2.7777777777777777,2.2222222222222223,3.5555555555555554,2.5555555555555554,1,3.3,10,1.4,1.3,1.2857142857142858,6.714285714285714,1,1.2,10.7,1.4,1.1666666666666667,1.9,1.8,1.4,1.2222222222222223,1.6,1.7,1.5,1,2,1.6666666666666667,2.375,1.5,1.6666666666666667,1.4,8,7.1,1.2,10.222222222222221,10.9,9,1,1.1,1,15.3,1.2,2,1.9,9,2.9,2.9,3.1,3.9,3.1,3.888888888888889,3.4,3.111111111111111,1.5,1.2,1.3,1.3,1.7,2.6666666666666665,2,2.5,2.5,2.6666666666666665,3.1,3.7,4.5,4,2.4,5,4,1,1.5
Quagsire,1.2142857142857142,11.227272727272727,1.1363636363636365,1.1428571428571428,1.625,2.3703703703703702,3.736842105263158,1.3461538461538463,1.5185185185185186,3.7857142857142856,2.4642857142857144,3.2142857142857144,3.357142857142857,3.7142857142857144,4,3.2222222222222223,3.2962962962962963,3.0357142857142856,3.037037037037037,3.4074074074074074,3,3.357142857142857,3.076923076923077,2.814814814814815,3.259259259259259,3.2222222222222223,3.7037037037037037,3.6666666666666665,3.1785714285714284,2.6666666666666665,3.6666666666666665,2.642857142857143,3.607142857142857,1.4,1.48,1.6153846153846154,1.2307692307692308,1.1923076923076923,1.3,1.8888888888888888,1.6785714285714286,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6785714285714284,3.2142857142857144,3.25,3.4642857142857144,1.6296296296296295,1.5185185185185186,1.5555555555555556,1.5555555555555556,1.5185185185185186,1.8518518518518519,1.7037037037037037,2.037037037037037,2,1.8695652173913044,1.6521739130434783,1.6521739130434783,1.608695652173913,1.6956521739130435,1.826086956521739,2,2.3043478260869565,2.130434782608696,1.2857142857142858,1.3,1.894736842105263,1.736842105263158,2.35,2.1578947368421053,1.7,2.4210526315789473,1.5,2.2,1.75,1.875,1.6875,2.5294117647058822,2.3125,1.8235294117647058,2.5,1.411764705882353,2.2941176470588234,1.6470588235294117,1.7142857142857142,4,7.375,1.25,1.75,1,4.5,2,NA,NA,1.4285714285714286,1.3125,1.6296296296296295,1.4814814814814814,1.8148148148148149,1.8518518518518519,1.8518518518518519,1.962962962962963,1.8888888888888888,2,1.7142857142857142,1.8,1.5,1,1,1,5.892857142857143,6.857142857142857,1.1785714285714286,19.08,6.464285714285714,7.642857142857143,1.0357142857142858,1.037037037037037,1.32,27,1.1153846153846154,1.9333333333333333,1.8571428571428572,8.666666666666666,3.857142857142857,3.857142857142857,3.7857142857142856,4.214285714285714,4.392857142857143,4.607142857142857,4.535714285714286,4.178571428571429,1.3333333333333333,1.7307692307692308,1.7037037037037037,1.4615384615384615,1.6153846153846154,2.0625,2.2,2,2.4545454545454546,2.4285714285714284,3.7777777777777777,3.7037037037037037,3.962962962962963,3.8518518518518516,4.1923076923076925,2.5384615384615383,4,3.3333333333333335,2
Politoed,1.34375,10.214285714285714,1.2142857142857142,1.25,1.5625,2.234375,3.8545454545454545,1.1111111111111112,1.203125,3.6984126984126986,3.0317460317460316,2.96875,3.640625,3.359375,4.0625,3.546875,2.515625,2.5,2.71875,2.75,2.703125,3.34375,3.109375,3.09375,3.8125,3.5,3.875,3.7301587301587302,3.328125,3.390625,3.5625,3.390625,3.734375,1.2333333333333334,1.5,1.484375,1.3125,1.0793650793650793,1.1458333333333333,1.1935483870967742,1.671875,3.7142857142857144,3.4761904761904763,3.0476190476190474,3.8095238095238093,3.84375,3.78125,3.5,3.5625,1.953125,2.03125,1.40625,1.84375,1.453125,2.015625,2.09375,3.03125,2.265625,1.9206349206349207,1.9365079365079365,1.467741935483871,1.8709677419354838,1.4838709677419355,1.9838709677419355,1.9682539682539681,2.9206349206349205,2.0952380952380953,1.5,1.2857142857142858,3.65625,3.6875,3.375,3.71875,2.71875,3.65625,1.84375,2.65625,2.59375,3.625,3.6129032258064515,3.3125,3.6774193548387095,2.5483870967741935,3.4838709677419355,1.78125,2.46875,2.4516129032258065,1.65625,4.636363636363637,7.545454545454546,1.5,1.3181818181818181,1.2666666666666666,3.7333333333333334,1.8636363636363635,4.666666666666667,1,1.59375,1.2692307692307692,1.84375,1.4375,1.71875,1.9841269841269842,1.828125,1.921875,1.734375,2.4166666666666665,2.138888888888889,2.0526315789473686,2.5,2.1666666666666665,2.111111111111111,1.875,6.1875,6.390625,1.1904761904761905,13.089285714285714,6.90625,7.859375,1.078125,1.0338983050847457,1.1818181818181819,31.894736842105264,1.0847457627118644,1.9090909090909092,1.9090909090909092,8.9375,3.6875,3.4375,3.234375,3.875,3.6875,3.59375,3.8125,3.4375,1,1.8412698412698412,1.8253968253968254,1.484375,1.53125,1.75,2.1875,2.2666666666666666,2.515151515151515,2.4516129032258065,3.6875,4.03125,3.671875,3.9375,3.828125,2.409090909090909,3.2,4,1.9655172413793103
Pidgey,1.032258064516129,9.366666666666667,1.2,1.4516129032258065,1.588235294117647,2.161290322580645,3.814814814814815,1.064516129032258,1.4333333333333333,3.096774193548387,3.3225806451612905,2.586206896551724,4.290322580645161,3.2142857142857144,3.774193548387097,3.161290322580645,3.032258064516129,3,2.774193548387097,3.064516129032258,3.064516129032258,2.838709677419355,3.032258064516129,2.7419354838709675,3.6774193548387095,3.4193548387096775,3.5806451612903225,3.5161290322580645,2.806451612903226,3.5161290322580645,3.4,2.6451612903225805,4.096774193548387,2.225806451612903,1.6333333333333333,1.3548387096774193,1.3870967741935485,1.2,1.2727272727272727,1.75,1.5806451612903225,3.3846153846153846,3.8461538461538463,3.3846153846153846,3.5384615384615383,3.6451612903225805,3.838709677419355,3.5806451612903225,3.5161290322580645,1.4838709677419355,1.5161290322580645,1.6451612903225807,1.3548387096774193,1.7096774193548387,1.4193548387096775,2.129032258064516,3.4516129032258065,2.6129032258064515,1.3103448275862069,1.4137931034482758,1.6551724137931034,1.2758620689655173,1.7241379310344827,1.5862068965517242,2.2413793103448274,3.4827586206896552,2.6206896551724137,1.2258064516129032,1.3888888888888888,2.4583333333333335,2.875,2.875,2.6666666666666665,2.2916666666666665,2.375,2.75,3.25,3.25,2.4347826086956523,2.782608695652174,2.608695652173913,2.347826086956522,2.3043478260869565,2.260869565217391,2.739130434782609,3.409090909090909,3.347826086956522,1,2.033333333333333,7.896551724137931,1.5806451612903225,1.5161290322580645,1.6,4.266666666666667,1.2903225806451613,3.772727272727273,8.954545454545455,1.5806451612903225,1.5384615384615385,1.8709677419354838,1.7419354838709677,1.6129032258064515,1.6129032258064515,1.5806451612903225,1.903225806451613,1.6451612903225807,2.6,2,2.1666666666666665,1.9166666666666667,2.2857142857142856,2,2.1,7.612903225806452,5.032258064516129,1.1290322580645162,10.655172413793103,8.233333333333333,8.366666666666667,1.032258064516129,1,1.0689655172413792,17.3,1.4666666666666666,2,1.7241379310344827,7.419354838709677,3.5806451612903225,2.6333333333333333,3.1666666666666665,3.6451612903225805,3.6774193548387095,3.774193548387097,3.5806451612903225,3.4516129032258065,1.032258064516129,1.7096774193548387,1.7096774193548387,1.6774193548387097,1.8387096774193548,1.9642857142857142,2,2,2.4,2.3333333333333335,3.433333333333333,4,4.1,3.1333333333333333,3.7419354838709675,5.3076923076923075,1,2.5,1.75
Meowth,1.25,9.814814814814815,1.5185185185185186,1.5714285714285714,1.5,2.4444444444444446,3.6,1.0555555555555556,1.3333333333333333,2.638888888888889,3.2222222222222223,3.2,4.166666666666667,2.3,4.527777777777778,3.5277777777777777,3.0833333333333335,3.25,2.9166666666666665,3.0833333333333335,2.9722222222222223,3.5833333333333335,3.361111111111111,3.1666666666666665,3.5,3.3333333333333335,3.4722222222222223,3.7222222222222223,2.8333333333333335,3.388888888888889,3.388888888888889,3.4285714285714284,3.611111111111111,2.057142857142857,1.7647058823529411,1.7714285714285714,1.6571428571428573,1.2424242424242424,1.391304347826087,1.9,1.4166666666666667,3.0952380952380953,3.1904761904761907,3.1904761904761907,2.7142857142857144,3.7777777777777777,3.6666666666666665,3.2777777777777777,3.25,1.5555555555555556,1.8611111111111112,2,1.9444444444444444,2.1666666666666665,1.4444444444444444,2.0555555555555554,3.3714285714285714,2.257142857142857,1.53125,1.8125,2.09375,1.9375,2.193548387096774,1.5625,2.03125,3.625,2.4375,1.25,1.5833333333333333,2.111111111111111,2.3076923076923075,1.8148148148148149,2.3333333333333335,2.111111111111111,1.5185185185185186,1.8518518518518519,3.6666666666666665,2.3703703703703702,2.090909090909091,2.1363636363636362,2,2.347826086956522,2.0869565217391304,1.7826086956521738,1.9523809523809523,3.782608695652174,2.217391304347826,1.0277777777777777,2.6285714285714286,8.272727272727273,1.9411764705882353,1.4285714285714286,2,6.75,1.1428571428571428,2.9310344827586206,9.9,1,2.4166666666666665,1.8333333333333333,1.8055555555555556,1.8888888888888888,1.25,1.8333333333333333,1.75,1.8055555555555556,3,2.25,2.75,2.625,2.75,1.7777777777777777,2.125,7.833333333333333,6.333333333333333,1.0857142857142856,9.117647058823529,8.028571428571428,8.058823529411764,1.0277777777777777,1,1,13.17142857142857,1.542857142857143,1.9705882352941178,1.8484848484848484,7.694444444444445,2.9444444444444446,2.861111111111111,2.4722222222222223,3.2222222222222223,3.388888888888889,3.75,3.611111111111111,3.1944444444444446,1.5555555555555556,1.0277777777777777,1.2222222222222223,1.1111111111111112,1.8285714285714285,2.411764705882353,2.2,2.24,2.5357142857142856,2.1666666666666665,3.5,3.4166666666666665,4,3.2777777777777777,3.5,5,4,3.5,1.8823529411764706
Marill,1.15625,9.807692307692308,1.2692307692307692,1.3225806451612903,1.4285714285714286,2.03125,3.7096774193548385,1.34375,1.21875,3.6875,3.8125,3.5483870967741935,3.7666666666666666,3.53125,3.625,3.84375,2.84375,3.0625,3.15625,3.34375,2.875,3.375,3.71875,3.1875,3.4375,3.1875,3.34375,3.09375,3.28125,2.6875,3.09375,2.5,3.03125,1.206896551724138,1.3333333333333333,1.3548387096774193,1.2,1.1612903225806452,1.2962962962962963,1.2352941176470589,1.59375,4.076923076923077,3.4615384615384617,3.6923076923076925,3.769230769230769,3.15625,3.125,3.375,3.03125,2.3548387096774195,2.6451612903225805,1.1612903225806452,1.3870967741935485,1.2258064516129032,1.3870967741935485,2,2.4193548387096775,1.903225806451613,2.3666666666666667,2.7333333333333334,1.3666666666666667,1.4666666666666666,1.2666666666666666,1.5666666666666667,1.7666666666666666,2.2,1.8666666666666667,1.59375,1.1666666666666667,3.076923076923077,2.6153846153846154,3.923076923076923,3.769230769230769,2.3076923076923075,3,2.3846153846153846,1.8461538461538463,1.9230769230769231,3.0833333333333335,2.4166666666666665,3.5454545454545454,3.3333333333333335,2.0833333333333335,2.4166666666666665,2.1666666666666665,1.8333333333333333,2.0833333333333335,1.03125,3.838709677419355,6.961538461538462,1.6551724137931034,1.4666666666666666,1.375,5.375,1.9666666666666666,5,1,1.1935483870967742,1.1153846153846154,1.96875,1.625,1.65625,1.6451612903225807,1.7741935483870968,1.903225806451613,1.53125,NA,1.9090909090909092,1.9,1.9090909090909092,1,2.3333333333333335,1.2857142857142858,7.290322580645161,5.903225806451613,1.032258064516129,15.548387096774194,6.774193548387097,6.709677419354839,1,1.096774193548387,1.7407407407407407,30.6,1.1333333333333333,1.9047619047619047,1.9090909090909092,7.933333333333334,3.65625,3.46875,3.84375,3.8125,3.625,3.75,3.875,3.84375,1.4516129032258065,1.096774193548387,1.6774193548387097,1.3666666666666667,1.3870967741935485,2.2,2.1923076923076925,1.7,2.176470588235294,2.0588235294117645,4,3.870967741935484,4.225806451612903,3.967741935483871,4.709677419354839,1.5,3,3.5,2
