program,a_interact_yn,a_interact_t,a_interact_h,a_info,a_info_yn,do_attend,do_effective,do_expect,do_assess,gs_fin,gs_it,gs_ws,gs_lib,gs_lab,pq_facintel,pq_recdev,pq_curric,pq_teach,pq_methods,pq_advise,pq_comps,pq_collab,pq_employ,pq_overall,c_respect,c_intelpos,c_socpos,c_studentcol,c_staffhelp,c_tensions,c_finfair,c_advisad,c_mcareer,o_fin,o_fam,o_facavail,o_req,o_sched,o_immig,o_other,cp_yn,cp_fac,cp_intel,cp_social,cp_overall,qe_course,qe_select,qe_feedback,qe_avail,m_help_written,m_help_oral,m_help_topic,m_help_proposal,m_help_research,m_help_writing,m_help_careeracad,m_help_careernonacad,m_help_employ,m_time_written,m_time_oral,m_time_topic,m_time_proposal,m_time_research,m_time_writing,m_time_careeracad,m_time_careernonacad,m_time_employ,me_oth_yn,me_oth_dep,me_oth_help_written,me_oth_help_oral,me_oth_help_topic,me_oth_help_proposal,me_oth_help_research,me_oth_help_writing,me_oth_help_careeracad,me_oth_help_careernonacad,me_oth_help_employ,me_oth_time_written,me_oth_time_oral,me_oth_time_topic,me_oth_time_proposal,me_oth_time_research,me_oth_time_writing,me_oth_time_careeracad,me_oth_time_careernonacad,me_oth_time_employ,d_ta_yn,d_ta_number,d_ta_training_location,d_ta_training_helpful,d_colteach_training_yn,d_coltech_training_helpful,d_colteach_training_location,d_ta_solo_yn,d_ta_solo_number,d_ta_solo_location,d_ra_yn,d_ra_helpful,d_conf_yn,d_careerevents_yn,d_careerstaff_yn,d_workshopdep_yn,d_workshopgrad_yn,d_coursesdep_yn,d_coursesgrad_yn,d_conf_sat,d_careerevents_sat,d_careerstaff_sat,d_workshopdep_sat,d_workshopgrad_sat,d_coursesdep_sat,d_coursesgrad_sat,pp_oncampus,pp_offcampus,pp_funding,pp_fundsource,pp_pubs,pp_pending,f_supp_yn,f_guarantee,f_years,f_sources,f_sat,f_ratime,f_tatime,f_borrowing,os_acad_exper,os_stud_exper,os_overall_exper,os_clear_research_ques,os_apply_research_meth,os_analyze_data,os_acad_pres,os_public_pres,os_train_grant_yn,os_job_interviews_yn,os_job_talk_yn,os_locate_acad_pos_yn,os_locate_outside_acad_pos_yn,os_train_grant,os_job_interviews,os_job_talk,os_locate_acad_pos,os_locate_outside_acad_pos,os_same_uni,os_same_field,os_same_diss_adv,os_recommend,e_postgrad_plans,e_employer_type_educ,e_employer_type_gov,e_employer_type_priv,e_employer_loc
Lucario,1.1333333333333333,9.692307692307692,1.1923076923076923,1.6,1.75,2,4.107142857142857,1.0333333333333334,1.7333333333333334,3.2413793103448274,3.4,2.7,3.7333333333333334,3,3.6666666666666665,3.2,2.6,2.4,2.966666666666667,3.3666666666666667,3.1333333333333333,3.7,3.466666666666667,2.4,4.333333333333333,3.6,3.8333333333333335,3.1333333333333333,2.7333333333333334,3.6666666666666665,3.8666666666666667,3.1,3.7666666666666666,1.6333333333333333,1.5333333333333334,1.6,1.5666666666666667,1.4333333333333333,1.0384615384615385,1.2666666666666666,1.6666666666666667,2.8,2.4,3,2.4,3.966666666666667,3.4,3.6333333333333333,3.466666666666667,1.9666666666666666,1.9333333333333333,1.6206896551724137,1.7666666666666666,1.5333333333333334,1.5333333333333334,2.2,2.6666666666666665,2.2,1.9259259259259258,2,1.3846153846153846,1.5555555555555556,1.5185185185185186,1.7777777777777777,2.1923076923076925,2.5185185185185186,2.074074074074074,1.3,1.1666666666666667,2.9047619047619047,2.5714285714285716,2.4761904761904763,2.5238095238095237,2.380952380952381,2.2,2.3333333333333335,2.619047619047619,2.2857142857142856,2.8333333333333335,2.5555555555555554,2.2222222222222223,2.388888888888889,1.8888888888888888,1.8235294117647058,2,2.2222222222222223,1.9444444444444444,1.2666666666666666,3.5,6.2105263157894735,1.7272727272727273,1.3181818181818181,1.7333333333333334,3,1.8181818181818181,4.5,9.5,1.0666666666666667,1.4285714285714286,2,1.6333333333333333,1.793103448275862,1.9666666666666666,1.7666666666666666,2,1.5666666666666667,NA,2.4166666666666665,1.4285714285714286,1,2.111111111111111,1.8,2.076923076923077,5.533333333333333,6.241379310344827,1.1,6.285714285714286,8.9,8.133333333333333,1,1.1,1.3333333333333333,17.1,1.1333333333333333,1.9259259259259258,1.8636363636363635,8.766666666666667,3.2,2.533333333333333,2.6666666666666665,3.4,3.3333333333333335,3.4,2.966666666666667,3.033333333333333,1.6551724137931034,1.3448275862068966,1.206896551724138,1.5517241379310345,1.7241379310344827,2.4444444444444446,1.9411764705882353,1.7619047619047619,2.5833333333333335,2.9,3.1379310344827585,3.3793103448275863,3.310344827586207,3.3214285714285716,5.379310344827586,4.466666666666667,2.75,3.5,1.9230769230769231
Linoone,1.208955223880597,8.943396226415095,1.3584905660377358,1.492537313432836,1.5294117647058822,2.074626865671642,3.34375,1.0149253731343284,1.0746268656716418,3.656716417910448,3.7611940298507465,3.7761194029850746,3.626865671641791,3.6363636363636362,4.164179104477612,3.8059701492537314,2.955223880597015,3.1194029850746268,3.1044776119402986,3.746268656716418,3.4776119402985075,3.343283582089552,3.3692307692307693,3.2388059701492535,2.8059701492537314,2.955223880597015,3.1194029850746268,3.1641791044776117,2.388059701492537,2.5,3,2.8955223880597014,2.8484848484848486,1.1194029850746268,1.3846153846153846,1.2686567164179106,1.208955223880597,1.1343283582089552,1.5161290322580645,1.1428571428571428,1.8656716417910448,4.25,3.5555555555555554,3.2222222222222223,3.4444444444444446,3.4328358208955225,3.2686567164179103,3.5223880597014925,3.2388059701492535,1.7462686567164178,1.492537313432836,1.2388059701492538,1.4545454545454546,1.2388059701492538,1.373134328358209,1.8333333333333333,1.7878787878787878,1.6818181818181819,1.8225806451612903,1.5161290322580645,1.2580645161290323,1.5,1.2096774193548387,1.3870967741935485,1.7704918032786885,1.6935483870967742,1.7258064516129032,1.621212121212121,1.2173913043478262,3.04,3.1666666666666665,2.6,2.88,2.4,2.88,2.36,2.68,2.36,3.08,3.04,2.56,2.72,2.4,2.76,2.24,2.56,2.3333333333333335,1,3.3636363636363638,10.538461538461538,1.6818181818181819,1.7727272727272727,1.6666666666666667,8.733333333333333,1.9701492537313432,4,10.5,1.0909090909090908,1.1311475409836065,1.9253731343283582,1.5909090909090908,1.8507462686567164,1.791044776119403,1.8805970149253732,1.9850746268656716,1.9253731343283582,2,2.25,1.9090909090909092,2.066666666666667,1.2857142857142858,2,2,6.626865671641791,6.53030303030303,1.0454545454545454,10.4375,6.212121212121212,7.384615384615385,1.1044776119402986,1,1.8448275862068966,16,1.0333333333333334,2.1607142857142856,1.8333333333333333,8.82258064516129,3.537313432835821,3.253731343283582,3.417910447761194,3.7761194029850746,3.8955223880597014,3.925373134328358,3.955223880597015,3.7313432835820897,1.8153846153846154,1.6923076923076923,1.6153846153846154,1.6,1.5692307692307692,1.8571428571428572,1.7894736842105263,1.875,1.9090909090909092,1.9583333333333333,3.582089552238806,4.447761194029851,4,4.015151515151516,5.164179104477612,3.9166666666666665,3.3333333333333335,3.909090909090909,1.9411764705882353
Lickitung,1.0731707317073171,9.868421052631579,1.1578947368421053,1.2926829268292683,1.5517241379310345,2.6341463414634148,3.740740740740741,1.2,1.1219512195121952,2.85,3.289473684210526,2.9210526315789473,4.024390243902439,1.8,4.675,4.025,2.975,3.05,2.9,3.1,3.15,3.1842105263157894,3.2,3.125,3.475,3.325,3.35,3.075,3.325,3.4358974358974357,3.575,2.975,3.75,1.825,1.868421052631579,1.6,1.4,1.25,1.1428571428571428,1.6,1.525,3.3684210526315788,3.526315789473684,3.1052631578947367,2.736842105263158,3.55,3.175,3.65,3.975,1.45,1.75,1.575,1.55,1.85,1.35,2.075,4.051282051282051,2.4615384615384617,1.4102564102564104,1.605263157894737,1.5789473684210527,1.4736842105263157,1.794871794871795,1.5384615384615385,1.8461538461538463,3.8684210526315788,2.236842105263158,1.3,1.4615384615384615,2.111111111111111,2.3076923076923075,2.2962962962962963,2.4,1.8888888888888888,1.5925925925925926,1.6538461538461537,3.6923076923076925,2.32,2.125,2.3043478260869565,2.375,2.217391304347826,1.75,1.6,1.5217391304347827,3.5,2.3181818181818183,1.05,2.026315789473684,7.891891891891892,1.9473684210526316,1.3157894736842106,1.8076923076923077,7.961538461538462,1.236842105263158,3.2413793103448274,8.206896551724139,1.025,2.3333333333333335,1.975,1.675,1.7,1.2,1.45,1.525,1.525,1,2.7142857142857144,1.9166666666666667,2.25,2.1363636363636362,2.125,2.210526315789474,9,5.85,1.175,10.666666666666666,9.025,8.15,1.05,1,1.105263157894737,16.605263157894736,1.3157894736842106,1.9444444444444444,1.6666666666666667,8.333333333333334,3.775,2.9,3.45,3.925,3.575,4.425,3.7435897435897436,3.6,1.95,1.6923076923076923,1.7692307692307692,1.675,1.8717948717948718,3.5,2.5384615384615383,2.3333333333333335,2.6923076923076925,2.75,3.975,4.1,4.3,3.325,3.525,4.5,NA,3,1.9473684210526316
Lanturn,1.2702702702702702,10.74074074074074,1.1481481481481481,1.135135135135135,1.4375,2.2162162162162162,3.774193548387097,1.135135135135135,1.054054054054054,3.742857142857143,2.5675675675675675,2.918918918918919,2.945945945945946,2.75,2.918918918918919,2.6486486486486487,3,3.111111111111111,3.27027027027027,2.7567567567567566,2.7777777777777777,2.75,2.945945945945946,2.4324324324324325,3.5675675675675675,3.8378378378378377,4,3.918918918918919,3.4594594594594597,3.189189189189189,3.7567567567567566,2.972972972972973,3.4864864864864864,1.2571428571428571,1.4444444444444444,1.2972972972972974,1.4324324324324325,1.2162162162162162,1.3125,1.35,1.7297297297297298,3.9,3.5,3.1,3.7,3.5405405405405403,3.8378378378378377,3.675675675675676,3.4054054054054053,2.27027027027027,2.2972972972972974,1.2702702702702702,1.7027027027027026,1.4054054054054055,1.7837837837837838,2.27027027027027,3.027027027027027,2.7027027027027026,2.2941176470588234,2.4411764705882355,1.411764705882353,1.7647058823529411,1.5454545454545454,1.9411764705882353,2.323529411764706,3.1176470588235294,2.676470588235294,1.6756756756756757,1.2,2.9166666666666665,3.25,2.6666666666666665,3.5,1.3333333333333333,2.6666666666666665,2.3333333333333335,2.75,2.25,3,3.3636363636363638,2.6363636363636362,3.6363636363636362,1.2727272727272727,2.727272727272727,2.272727272727273,2.727272727272727,2.272727272727273,1.1388888888888888,4.65625,9.928571428571429,2.375,1.8125,1.3333333333333333,5.666666666666667,1.9375,5,7,1.3513513513513513,1.2173913043478262,1.7297297297297298,1.2162162162162162,1.7567567567567568,1.8888888888888888,1.8918918918918919,1.9166666666666667,1.8108108108108107,2.3333333333333335,2.392857142857143,1.5,2,1.5,2,1.6666666666666667,6.54054054054054,7.1891891891891895,1.162162162162162,17.41176470588235,6.675675675675675,7.702702702702703,1.054054054054054,1.0285714285714285,1.088235294117647,28.257142857142856,1.1142857142857143,1.9583333333333333,2,8.945945945945946,2.891891891891892,3.189189189189189,2.8378378378378377,3.3513513513513513,3.5555555555555554,3.189189189189189,3.2972972972972974,3.3783783783783785,1.2972972972972974,1.9189189189189189,1.8918918918918919,1.7027027027027026,1.5945945945945945,2.5925925925925926,2.5,2.2,2.272727272727273,2.6666666666666665,3.4594594594594597,3.6216216216216215,3.7567567567567566,3.189189189189189,3.945945945945946,2,3,3.6666666666666665,1.9473684210526316
Jigglypuff,1,9.222222222222221,1.5,1.6,1.5,2.4,2.5714285714285716,1.2,1.6,3,2.6,3.3,4.6,4.5,4.4,3.8,3,3,2.8,3.8,3.8,3.1,2.5,3.7,3.8,3.7,3.8,2.9,2.6,3.2,2.9,2.9,3.7,1.8,1.6,1.5,1.4,1.4,1.1666666666666667,1.3333333333333333,1.6,4.75,4.75,4.25,3.75,3.3,2.9,3.3,3.1,1.2,1.2,1.4,1.5,1.6,1.2,1.8,4.1,2.8,1.2,1.2222222222222223,1.5,1.5,1.7,1.5,1.8,4,2.8,1.1,1.1111111111111112,2.4444444444444446,2.625,2.888888888888889,2.111111111111111,1.4444444444444444,1.6666666666666667,2.125,3.5555555555555554,2.4444444444444446,2.3333333333333335,2.3333333333333335,2.7777777777777777,2,1.4444444444444444,1.5555555555555556,2,3.2222222222222223,2.3333333333333335,1,1.7,9.7,1.3,1,1.5,11.9,1.1,1.1111111111111112,9.777777777777779,2,NA,1.8,1.5,1.8,1.1,1.7,1,1.9,1,1.8,2,2.5555555555555554,1.6666666666666667,2.2,1,9.2,7.5,1.2,6.625,10.4,8.444444444444445,1,1,1,10.4,1.2,2,1.7,8.6,4,3.2,3.4,4.4,4.4,4.6,3.9,3.2,1.6,1.4,1.5,1.5,1.8,2.25,2,2,1.8,2.5,3.8,3.3,4.7,3.5,4.5,5,NA,NA,2
Hoothoot,1.0588235294117647,9.333333333333334,1.25,1.2941176470588236,1.8333333333333333,2.235294117647059,4.153846153846154,1,1,2.2941176470588234,2.8125,3.4705882352941178,3.823529411764706,3.6666666666666665,4.294117647058823,4.235294117647059,2.9411764705882355,2.2941176470588234,3,3.4705882352941178,3.1176470588235294,3.3529411764705883,2.8823529411764706,3.176470588235294,3.0588235294117645,3.2941176470588234,3.6470588235294117,3,3.6470588235294117,3.6470588235294117,3.764705882352941,3,3.411764705882353,1.2941176470588236,1.3529411764705883,1.411764705882353,1.2352941176470589,1.3529411764705883,1,1.2222222222222223,1.5294117647058822,3.25,3.25,1.5,2.25,3.764705882352941,3.4705882352941178,3.764705882352941,3.411764705882353,2,1.9411764705882353,1.411764705882353,1.5294117647058822,1.5294117647058822,1.3529411764705883,1.8823529411764706,3.764705882352941,2.1176470588235294,2.375,2.375,1.6875,2.0625,1.8125,1.9375,2,3.6875,2.1875,1.411764705882353,1.1111111111111112,3.9,3.9,3.5,3.2,1.9,2.5,1.8,4,2,4.111111111111111,4.111111111111111,3.6666666666666665,3.3333333333333335,2,2.4444444444444446,2,4,2,1,1.8823529411764706,9.153846153846153,1.5,1.5294117647058822,1.375,4.625,1.588235294117647,4.285714285714286,9.857142857142858,1.8235294117647058,1.3333333333333333,1.8823529411764706,1.6470588235294117,1.8823529411764706,1.8823529411764706,1.6470588235294117,2,1.588235294117647,1,1.6666666666666667,1,2.3333333333333335,1.7142857142857142,1.6,1.2857142857142858,6.352941176470588,6,1,7.8125,7.875,7.666666666666667,1.0588235294117647,1,1,19.25,1.0625,2.25,1.625,8.470588235294118,3.7058823529411766,2.764705882352941,3.235294117647059,4.0588235294117645,3.2941176470588234,3.764705882352941,4.176470588235294,3.235294117647059,1.7058823529411764,1.9411764705882353,1.7058823529411764,1.9411764705882353,2,2,2.5,1.8,3.5,4,3.7058823529411766,3.5294117647058822,4.235294117647059,3.588235294117647,4.235294117647059,3.727272727272727,NA,3,1.9090909090909092
Happiny,1.2352941176470589,9.157894736842104,1.2564102564102564,1.2941176470588236,1.4444444444444444,2.176470588235294,3.5652173913043477,1.0784313725490196,1.4705882352941178,4.03921568627451,3.607843137254902,3.156862745098039,3.7058823529411766,4.2631578947368425,4.0588235294117645,3.8823529411764706,3.2549019607843137,3.2941176470588234,3.0392156862745097,3.204081632653061,3.235294117647059,3.392156862745098,3.5098039215686274,3.411764705882353,3.54,3.56,3.32,3.58,3.14,3.5306122448979593,3.7,2.74,3.6,1.530612244897959,1.5686274509803921,1.6274509803921569,1.4,1.3333333333333333,1.1395348837209303,1.4545454545454546,1.7647058823529411,3.1666666666666665,3.25,3.25,3.0833333333333335,3.627450980392157,3.2549019607843137,3.5294117647058822,3.588235294117647,1.6274509803921569,2.68,1.392156862745098,1.4285714285714286,1.3725490196078431,1.3725490196078431,1.6666666666666667,3.156862745098039,2.0980392156862746,1.6122448979591837,2.5416666666666665,1.4166666666666667,1.3673469387755102,1.489795918367347,1.4081632653061225,1.6122448979591837,2.938775510204082,1.8775510204081634,1.2745098039215685,1.206896551724138,3.0833333333333335,3.611111111111111,2.361111111111111,2.5142857142857142,2.0555555555555554,2.2285714285714286,1.7777777777777777,3.2777777777777777,2.4166666666666665,3,3.5757575757575757,2.25,2.375,1.9696969696969697,2.1875,1.7058823529411764,3.176470588235294,2.264705882352941,1.0980392156862746,2.688888888888889,8.692307692307692,1.8478260869565217,1.6304347826086956,1.411764705882353,3.8823529411764706,1.2826086956521738,4.363636363636363,9.333333333333334,1.2156862745098038,1.325,1.9411764705882353,1.6862745098039216,1.7058823529411764,1.7254901960784315,1.7450980392156863,1.9215686274509804,1.6862745098039216,1.6666666666666667,2,1.8,2.2857142857142856,1.6153846153846154,1.8333333333333333,1.5625,7.705882352941177,6.137254901960785,1,7.921568627450981,7.431372549019608,7.294117647058823,1.0196078431372548,1.02,1.0416666666666667,19.04,1.1,1.951219512195122,1.7272727272727273,8.294117647058824,3.764705882352941,3.2745098039215685,3.38,4.117647058823529,3.9411764705882355,3.9215686274509802,3.2549019607843137,3.5098039215686274,1.7058823529411764,1.3333333333333333,1.2156862745098038,1.3137254901960784,1.7843137254901962,2.235294117647059,1.8181818181818181,1.894736842105263,2.272727272727273,2.642857142857143,3.3529411764705883,3.823529411764706,4.019607843137255,3.588235294117647,4.96078431372549,5.0285714285714285,4,3.3333333333333335,1.868421052631579
Grovyle,1.0377358490566038,8.313725490196079,1.1764705882352942,1.320754716981132,1.4166666666666667,2.207547169811321,3.7857142857142856,1.3584905660377358,1.4150943396226414,3.5660377358490565,3.207547169811321,3.509433962264151,3.9245283018867925,3.7674418604651163,3.6037735849056602,3.188679245283019,2.792452830188679,2.7358490566037736,2.660377358490566,3.0754716981132075,3.2115384615384617,3.1346153846153846,2.923076923076923,2.7735849056603774,3.660377358490566,3.6792452830188678,3.509433962264151,3.3773584905660377,3.1132075471698113,3.2264150943396226,3.6792452830188678,3.1132075471698113,3.5660377358490565,1.4509803921568627,1.5961538461538463,1.5849056603773586,1.2692307692307692,1.1923076923076923,1.3076923076923077,1.25,1.490566037735849,3.814814814814815,3.6296296296296298,3.5555555555555554,3.888888888888889,4.09433962264151,3.641509433962264,3.5660377358490565,3.7547169811320753,2.6226415094339623,1.7735849056603774,1.6415094339622642,1.528301886792453,1.5384615384615385,1.4339622641509433,2.3207547169811322,3,2.3962264150943398,2.5961538461538463,1.7307692307692308,1.7307692307692308,1.6666666666666667,1.588235294117647,1.5192307692307692,2.1346153846153846,2.9038461538461537,2.4038461538461537,1.509433962264151,1.1818181818181819,3.230769230769231,2.9615384615384617,2.3461538461538463,2.8076923076923075,1.8846153846153846,2.230769230769231,2.423076923076923,2.730769230769231,2.423076923076923,3.2083333333333335,2.8333333333333335,2.5,2.7916666666666665,2.0833333333333335,2.2916666666666665,2.2916666666666665,2.8333333333333335,2.375,1,3.1320754716981134,8.574468085106384,1.9811320754716981,1.6415094339622642,1.4210526315789473,5.105263157894737,1.8867924528301887,5,11,1.2075471698113207,1.2619047619047619,1.9056603773584906,1.4150943396226414,1.6226415094339623,1.8679245283018868,1.7307692307692308,1.9056603773584906,1.6226415094339623,1.6666666666666667,2.1875,2.05,2.625,1.5,1.8,1.736842105263158,7.622641509433962,5.867924528301887,1.0188679245283019,9.26923076923077,6.981132075471698,6.634615384615385,1.0377358490566038,1.0784313725490196,1.108695652173913,29.11764705882353,1.0588235294117647,2.0714285714285716,1.6458333333333333,8.81132075471698,3.4339622641509435,3.3773584905660377,3.1132075471698113,3.9245283018867925,3.641509433962264,3.547169811320755,3.6037735849056602,3.188679245283019,1.679245283018868,1.7924528301886793,1.8113207547169812,1.7358490566037736,1.7169811320754718,2.411764705882353,2.1818181818181817,2,2.6,2.4,3.576923076923077,3.5961538461538463,3.6538461538461537,3.75,4.660377358490566,4.470588235294118,2.909090909090909,3,1.7741935483870968
Glameow,1.101010101010101,9.49438202247191,1.1818181818181819,1.3131313131313131,1.5294117647058822,2.3737373737373737,4.090909090909091,1.1122448979591837,1.2755102040816326,3.268041237113402,3.2653061224489797,3.3877551020408165,3.836734693877551,3.202127659574468,4.244897959183674,3.556701030927835,2.7857142857142856,2.9693877551020407,3.020408163265306,3.4489795918367347,2.979591836734694,3.3711340206185567,3.0531914893617023,2.96875,3.34375,3.3333333333333335,3.34375,3.3333333333333335,3.0416666666666665,2.8947368421052633,3.663157894736842,2.9166666666666665,3.5416666666666665,1.3225806451612903,1.4623655913978495,1.4791666666666667,1.4375,1.4166666666666667,1.1506849315068493,1.2272727272727273,1.5257731958762886,3.9130434782608696,3.869565217391304,3.5869565217391304,3.8260869565217392,3.8854166666666665,3.34375,3.8854166666666665,3.5257731958762886,1.7263157894736842,1.7872340425531914,1.4631578947368422,1.6421052631578947,1.3894736842105264,1.5319148936170213,2.357894736842105,3.2872340425531914,2.642105263157895,1.8387096774193548,1.8804347826086956,1.5978260869565217,1.6444444444444444,1.5806451612903225,1.6451612903225807,2.2903225806451615,2.9347826086956523,2.4516129032258065,1.4631578947368422,1.2666666666666666,2.9019607843137254,3.215686274509804,2.74,2.9019607843137254,2.4313725490196076,3.1372549019607843,2.588235294117647,3.196078431372549,3.019607843137255,2.795918367346939,3.163265306122449,2.6530612244897958,2.693877551020408,2.3958333333333335,3.0625,2.510204081632653,3,2.836734693877551,1.0208333333333333,2.5319148936170213,7.964285714285714,1.7934782608695652,1.6129032258064515,1.5555555555555556,5.527777777777778,1.6129032258064515,4.333333333333333,8.194444444444445,1.2916666666666667,1.2647058823529411,1.8842105263157896,1.5578947368421052,1.7340425531914894,1.831578947368421,1.7473684210526317,1.9473684210526316,1.6736842105263159,2,2.1707317073170733,2.24,2.388888888888889,1.75,1.7,1.4333333333333333,7.378947368421053,6.6947368421052635,1.0833333333333333,12.12087912087912,6.7368421052631575,7.2631578947368425,1.03125,1,1.4065934065934067,22.307692307692307,1.043956043956044,2,1.819277108433735,8.542553191489361,3.404255319148936,3.234042553191489,3.3085106382978724,3.8297872340425534,3.9574468085106385,3.5531914893617023,3.734042553191489,3.6808510638297873,1.2872340425531914,1.7553191489361701,1.6808510638297873,1.5913978494623655,1.684782608695652,2.3333333333333335,2.259259259259259,2.28125,2.1578947368421053,2.5,3.734042553191489,4.095744680851064,3.9574468085106385,3.893617021276596,4.617021276595745,3.4107142857142856,3,3.8,1.9558823529411764
Gallade,1.1666666666666667,10.32,1.08,1.3666666666666667,1.4210526315789473,2,3.3333333333333335,1,1,4.0344827586206895,3.433333333333333,3.566666666666667,4.333333333333333,3.8181818181818183,4.066666666666666,3,3.4,3.2666666666666666,3.6333333333333333,3.6,4,3.566666666666667,3.933333333333333,3.933333333333333,3.4,2.933333333333333,3.1666666666666665,2.7666666666666666,2.9,3.3,3.0344827586206895,2.4,2.966666666666667,1.4666666666666666,1.5862068965517242,1.3666666666666667,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.3,1.5666666666666667,3.769230769230769,3.6153846153846154,3.3846153846153846,3.3076923076923075,2.8666666666666667,2.966666666666667,3.033333333333333,2.8333333333333335,1.3,1.4666666666666666,1.2666666666666666,1.1,1.2413793103448276,1.1,1.6666666666666667,2.6,1.8333333333333333,1.4,1.64,1.52,1.2,1.375,1.16,1.8,3.125,1.8333333333333333,1.3333333333333333,1.4375,1.95,1.85,2.15,1.95,1.9,1.85,1.55,2.2,1.75,1.6842105263157894,1.6842105263157894,2.1052631578947367,1.894736842105263,1.894736842105263,1.894736842105263,1.5263157894736843,2.263157894736842,1.5789473684210527,1.2666666666666666,4.714285714285714,8.863636363636363,1.2727272727272727,1.3181818181818181,1.2666666666666666,6.733333333333333,1.8181818181818181,4.75,9.25,1.2666666666666666,1.1818181818181819,1.8333333333333333,1.6666666666666667,1.8,1.5333333333333334,1.7666666666666666,1.8,1.6333333333333333,1,1.8,1,1.25,1.2857142857142858,1,1.6,8.310344827586206,6.4,1.0333333333333334,11.448275862068966,7.566666666666666,7.533333333333333,1.0666666666666667,1.0357142857142858,1.4814814814814814,32.57142857142857,1.1785714285714286,2,1.9,8.266666666666667,3.933333333333333,3.1379310344827585,3.6333333333333333,4.4,4.2,4.4,4.2,4.066666666666666,1,1.5333333333333334,1.7333333333333334,1.3,1.6333333333333333,1.5714285714285714,1.9285714285714286,2.2222222222222223,2.05,2.3,4.466666666666667,4.366666666666666,4.2,4.466666666666667,4.333333333333333,3.2777777777777777,3.25,3.5,1.95
Feraligatr,1.1904761904761905,10,1.2058823529411764,1.4761904761904763,1.4090909090909092,2.261904761904762,3.4705882352941178,1.0714285714285714,1.1904761904761905,4.048780487804878,3,3.2857142857142856,3.6904761904761907,3.1666666666666665,3.880952380952381,3.7857142857142856,2.880952380952381,2.9523809523809526,2.975609756097561,3.1904761904761907,2.9523809523809526,3.9761904761904763,3.2195121951219514,3.1904761904761907,2.9047619047619047,2.761904761904762,2.880952380952381,2.8095238095238093,2.9285714285714284,2.6904761904761907,3.4146341463414633,2.761904761904762,3.5714285714285716,1.225,1.3095238095238095,1.4285714285714286,1.3333333333333333,1.146341463414634,1.368421052631579,1.2083333333333333,1.7857142857142858,4.111111111111111,3.888888888888889,4,3.6666666666666665,3.4047619047619047,3.4047619047619047,3.4523809523809526,3.5238095238095237,1.4047619047619047,1.380952380952381,1.4047619047619047,1.4047619047619047,1.4523809523809523,1.4761904761904763,1.8571428571428572,2.642857142857143,2.3333333333333335,1.6341463414634145,1.4390243902439024,1.4390243902439024,1.5365853658536586,1.4390243902439024,1.7317073170731707,1.7560975609756098,2.5121951219512195,2.1463414634146343,1.4390243902439024,1.1904761904761905,2.9166666666666665,2.9583333333333335,2.2916666666666665,2.9583333333333335,2.1666666666666665,2.8333333333333335,2,2.5416666666666665,2.125,2.875,2.7916666666666665,2.0833333333333335,2.7083333333333335,2.125,2.5833333333333335,2,2.4166666666666665,2.0416666666666665,1.380952380952381,4.384615384615385,9.478260869565217,1.5769230769230769,1.7307692307692308,1.3333333333333333,5.166666666666667,2,4,13,1.2619047619047619,1.1612903225806452,1.9047619047619047,1.380952380952381,1.5238095238095237,1.9047619047619047,1.880952380952381,1.8571428571428572,1.8333333333333333,1.5,1.92,1.9,1.8571428571428572,2.4285714285714284,1.8571428571428572,1.5,6.642857142857143,7.023809523809524,1.1666666666666667,14.108108108108109,7.317073170731708,7.975609756097561,1.048780487804878,1.0512820512820513,2,19.513513513513512,1.1025641025641026,2.037037037037037,1.8888888888888888,8.804878048780488,3.7560975609756095,3.8048780487804876,3.825,3.951219512195122,3.7804878048780486,3.926829268292683,3.8048780487804876,3.658536585365854,1.6341463414634145,1.825,1.8048780487804879,1.6829268292682926,1.7073170731707317,2.5625,2.3333333333333335,2.25,1.6923076923076923,2.6666666666666665,3.6097560975609757,3.8536585365853657,3.8048780487804876,3.8780487804878048,4.2682926829268295,3.0526315789473686,3.5,3.6,1.8695652173913044
